LGHC Indicator Name,Geography,Year,Age Group,Strata,Strata Name,Numerator,Rate,LGHC Indicator ID,LGHC Target Rate
Asthma ED Visit Rates,Orange,2011,All Ages,Race-Ethnicity,African-American,535,113.2,7,28
Asthma ED Visit Rates,Placer,2011,All Ages,Race-Ethnicity,African-American,33,77.8,7,28
Asthma ED Visit Rates,Plumas,2011,All Ages,Race-Ethnicity,African-American,7,,7,28
Asthma ED Visit Rates,Riverside,2011,All Ages,Race-Ethnicity,African-American,1881,136.6,7,28
Asthma ED Visit Rates,Sacramento,2011,All Ages,Race-Ethnicity,African-American,2723,187.5,7,28
Asthma ED Visit Rates,San Benito,2011,All Ages,Race-Ethnicity,African-American,8,,7,28
Asthma ED Visit Rates,San Bernardino,2011,All Ages,Race-Ethnicity,African-American,3078,169.8,7,28
Asthma ED Visit Rates,San Diego,2011,All Ages,Race-Ethnicity,African-American,1903,129.6,7,28
Asthma ED Visit Rates,San Francisco,2011,All Ages,Race-Ethnicity,African-American,987,215.3,7,28
Asthma ED Visit Rates,San Joaquin,2011,All Ages,Race-Ethnicity,African-American,949,185.6,7,28
Asthma ED Visit Rates,San Luis Obispo,2011,All Ages,Race-Ethnicity,African-American,20,69.2,7,28
Asthma ED Visit Rates,San Mateo,2011,All Ages,Race-Ethnicity,African-American,170,93,7,28
Asthma ED Visit Rates,Santa Barbara,2011,All Ages,Race-Ethnicity,African-American,61,90.7,7,28
Asthma ED Visit Rates,Santa Clara,2011,All Ages,Race-Ethnicity,African-American,544,119.8,7,28
Asthma ED Visit Rates,Santa Cruz,2011,All Ages,Race-Ethnicity,African-American,20,94.4,7,28
Asthma ED Visit Rates,Shasta,2011,All Ages,Race-Ethnicity,African-American,29,191.3,7,28
Asthma ED Visit Rates,Siskiyou,2011,All Ages,Race-Ethnicity,African-American,10,,7,28
Asthma ED Visit Rates,Solano,2011,All Ages,Race-Ethnicity,African-American,1152,204.6,7,28
Asthma ED Visit Rates,Sonoma,2011,All Ages,Race-Ethnicity,African-American,136,191.3,7,28
Asthma ED Visit Rates,Stanislaus,2011,All Ages,Race-Ethnicity,African-American,288,255.2,7,28
Asthma ED Visit Rates,Sutter,2011,All Ages,Race-Ethnicity,African-American,18,97.7,7,28
Asthma ED Visit Rates,Tulare,2011,All Ages,Race-Ethnicity,African-American,90,151.3,7,28
Asthma ED Visit Rates,Ventura,2011,All Ages,Race-Ethnicity,African-American,151,124.8,7,28
Asthma ED Visit Rates,Yolo,2011,All Ages,Race-Ethnicity,African-American,49,85.1,7,28
Asthma ED Visit Rates,Yuba,2011,All Ages,Race-Ethnicity,African-American,19,77.3,7,28
Asthma ED Visit Rates,Alameda,2011,All Ages,Race-Ethnicity,Hispanic,1597,44.6,7,28
Asthma ED Visit Rates,Amador,2011,All Ages,Race-Ethnicity,Hispanic,,,7,28
Asthma ED Visit Rates,Butte,2011,All Ages,Race-Ethnicity,Hispanic,117,31.2,7,28
Asthma ED Visit Rates,Calaveras,2011,All Ages,Race-Ethnicity,Hispanic,11,,7,28
Asthma ED Visit Rates,California,2011,All Ages,Race-Ethnicity,Hispanic,66710,44.7,7,28
Asthma ED Visit Rates,Colusa,2011,All Ages,Race-Ethnicity,Hispanic,27,19.3,7,28
Asthma ED Visit Rates,Contra Costa,2011,All Ages,Race-Ethnicity,Hispanic,1874,69.7,7,28
Asthma ED Visit Rates,Del Norte,2011,All Ages,Race-Ethnicity,Hispanic,23,41,7,28
Asthma ED Visit Rates,El Dorado,2011,All Ages,Race-Ethnicity,Hispanic,39,16.9,7,28
Asthma ED Visit Rates,Fresno,2011,All Ages,Race-Ethnicity,Hispanic,3981,76.6,7,28
Asthma ED Visit Rates,Glenn,2011,All Ages,Race-Ethnicity,Hispanic,49,43.5,7,28
Asthma ED Visit Rates,Humboldt,2011,All Ages,Race-Ethnicity,Hispanic,30,23.8,7,28
Asthma ED Visit Rates,Imperial,2011,All Ages,Race-Ethnicity,Hispanic,1117,73.8,7,28
Asthma ED Visit Rates,Inyo,2011,All Ages,Race-Ethnicity,Hispanic,21,61.1,7,28
Asthma ED Visit Rates,Kern,2011,All Ages,Race-Ethnicity,Hispanic,1799,40.3,7,28
Asthma ED Visit Rates,Kings,2011,All Ages,Race-Ethnicity,Hispanic,559,67.7,7,28
Asthma ED Visit Rates,Lake,2011,All Ages,Race-Ethnicity,Hispanic,46,44.1,7,28
Asthma ED Visit Rates,Lassen,2011,All Ages,Race-Ethnicity,Hispanic,9,,7,28
Asthma ED Visit Rates,Los Angeles,2011,All Ages,Race-Ethnicity,Hispanic,22953,47.3,7,28
Asthma ED Visit Rates,Madera,2011,All Ages,Race-Ethnicity,Hispanic,718,73.4,7,28
Asthma ED Visit Rates,Marin,2011,All Ages,Race-Ethnicity,Hispanic,180,47.3,7,28
Asthma ED Visit Rates,Mendocino,2011,All Ages,Race-Ethnicity,Hispanic,113,59.6,7,28
Asthma ED Visit Rates,Merced,2011,All Ages,Race-Ethnicity,Hispanic,996,64.9,7,28
Asthma ED Visit Rates,Modoc,2011,All Ages,Race-Ethnicity,Hispanic,11,,7,28
Asthma ED Visit Rates,Mono,2011,All Ages,Race-Ethnicity,Hispanic,6,,7,28
Asthma ED Visit Rates,Monterey,2011,All Ages,Race-Ethnicity,Hispanic,1228,45,7,28
Asthma ED Visit Rates,Napa,2011,All Ages,Race-Ethnicity,Hispanic,156,37.8,7,28
Asthma ED Visit Rates,Nevada,2011,All Ages,Race-Ethnicity,Hispanic,23,24.4,7,28
Asthma ED Visit Rates,Orange,2011,All Ages,Race-Ethnicity,Hispanic,3281,29.6,7,28
Asthma ED Visit Rates,Placer,2011,All Ages,Race-Ethnicity,Hispanic,107,20.5,7,28
Asthma ED Visit Rates,Plumas,2011,All Ages,Race-Ethnicity,Hispanic,9,,7,28
Asthma ED Visit Rates,Riverside,2011,All Ages,Race-Ethnicity,Hispanic,3863,35.8,7,28
Asthma ED Visit Rates,Sacramento,2011,All Ages,Race-Ethnicity,Hispanic,1551,47.4,7,28
Asthma ED Visit Rates,San Benito,2011,All Ages,Race-Ethnicity,Hispanic,197,55.6,7,28
Asthma ED Visit Rates,San Bernardino,2011,All Ages,Race-Ethnicity,Hispanic,4462,41.9,7,28
Asthma ED Visit Rates,San Diego,2011,All Ages,Race-Ethnicity,Hispanic,3960,36.3,7,28
Asthma ED Visit Rates,San Francisco,2011,All Ages,Race-Ethnicity,Hispanic,409,37.2,7,28
Asthma ED Visit Rates,San Joaquin,2011,All Ages,Race-Ethnicity,Hispanic,1465,52.1,7,28
Asthma ED Visit Rates,San Luis Obispo,2011,All Ages,Race-Ethnicity,Hispanic,169,28.3,7,28
Asthma ED Visit Rates,San Mateo,2011,All Ages,Race-Ethnicity,Hispanic,1117,59.8,7,28
Asthma ED Visit Rates,Santa Barbara,2011,All Ages,Race-Ethnicity,Hispanic,645,31.1,7,28
Asthma ED Visit Rates,Santa Clara,2011,All Ages,Race-Ethnicity,Hispanic,2447,49.5,7,28
Asthma ED Visit Rates,Santa Cruz,2011,All Ages,Race-Ethnicity,Hispanic,429,48.4,7,28
Asthma ED Visit Rates,Shasta,2011,All Ages,Race-Ethnicity,Hispanic,43,26.4,7,28
Asthma ED Visit Rates,Siskiyou,2011,All Ages,Race-Ethnicity,Hispanic,5,,7,28
Asthma ED Visit Rates,Solano,2011,All Ages,Race-Ethnicity,Hispanic,576,55.3,7,28
Asthma ED Visit Rates,Sonoma,2011,All Ages,Race-Ethnicity,Hispanic,557,44.2,7,28
Asthma ED Visit Rates,Stanislaus,2011,All Ages,Race-Ethnicity,Hispanic,1001,43,7,28
Asthma ED Visit Rates,Sutter,2011,All Ages,Race-Ethnicity,Hispanic,69,23.1,7,28
Asthma ED Visit Rates,Tehama,2011,All Ages,Race-Ethnicity,Hispanic,40,32.9,7,28
Asthma ED Visit Rates,Trinity,2011,All Ages,Race-Ethnicity,Hispanic,5,,7,28
Asthma ED Visit Rates,Tulare,2011,All Ages,Race-Ethnicity,Hispanic,1097,35.4,7,28
Asthma ED Visit Rates,Tuolumne,2011,All Ages,Race-Ethnicity,Hispanic,14,24.2,7,28
Asthma ED Visit Rates,Ventura,2011,All Ages,Race-Ethnicity,Hispanic,1171,32.4,7,28
Asthma ED Visit Rates,Yolo,2011,All Ages,Race-Ethnicity,Hispanic,247,39.7,7,28
Asthma ED Visit Rates,Yuba,2011,All Ages,Race-Ethnicity,Hispanic,65,35.4,7,28
Asthma ED Visit Rates,Alameda,2011,All Ages,Race-Ethnicity,White,2134,43,7,28
Asthma ED Visit Rates,Amador,2011,All Ages,Race-Ethnicity,White,204,86,7,28
Asthma ED Visit Rates,Butte,2011,All Ages,Race-Ethnicity,White,848,58.7,7,28
Asthma ED Visit Rates,Calaveras,2011,All Ages,Race-Ethnicity,White,204,68.1,7,28
Asthma ED Visit Rates,California,2011,All Ages,Race-Ethnicity,White,57985,41.9,7,28
Asthma ED Visit Rates,Colusa,2011,All Ages,Race-Ethnicity,White,34,51.7,7,28
Asthma ED Visit Rates,Contra Costa,2011,All Ages,Race-Ethnicity,White,2435,50.3,7,28
Asthma ED Visit Rates,Del Norte,2011,All Ages,Race-Ethnicity,White,103,68.1,7,28
Asthma ED Visit Rates,El Dorado,2011,All Ages,Race-Ethnicity,White,459,35.8,7,28
Asthma ED Visit Rates,Fresno,2011,All Ages,Race-Ethnicity,White,1953,71.2,7,28
Asthma ED Visit Rates,Glenn,2011,All Ages,Race-Ethnicity,White,71,53.1,7,28
Asthma ED Visit Rates,Humboldt,2011,All Ages,Race-Ethnicity,White,736,75.5,7,28
Asthma ED Visit Rates,Imperial,2011,All Ages,Race-Ethnicity,White,206,91,7,28
Asthma ED Visit Rates,Inyo,2011,All Ages,Race-Ethnicity,White,58,61.4,7,28
Asthma ED Visit Rates,Kern,2011,All Ages,Race-Ethnicity,White,1695,54.7,7,28
Asthma ED Visit Rates,Kings,2011,All Ages,Race-Ethnicity,White,521,99.4,7,28
Asthma ED Visit Rates,Lake,2011,All Ages,Race-Ethnicity,White,300,76.9,7,28
Asthma ED Visit Rates,Lassen,2011,All Ages,Race-Ethnicity,White,88,41.5,7,28
Asthma ED Visit Rates,Los Angeles,2011,All Ages,Race-Ethnicity,White,8986,36.2,7,28
Asthma ED Visit Rates,Madera,2011,All Ages,Race-Ethnicity,White,275,58.2,7,28
Asthma ED Visit Rates,Marin,2011,All Ages,Race-Ethnicity,White,438,24.7,7,28
Asthma ED Visit Rates,Mariposa,2011,All Ages,Race-Ethnicity,White,58,44.1,7,28
Asthma ED Visit Rates,Mendocino,2011,All Ages,Race-Ethnicity,White,361,71.5,7,28
Asthma ED Visit Rates,Merced,2011,All Ages,Race-Ethnicity,White,635,82.4,7,28
Asthma ED Visit Rates,Modoc,2011,All Ages,Race-Ethnicity,White,37,58.2,7,28
Asthma ED Visit Rates,Mono,2011,All Ages,Race-Ethnicity,White,11,,7,28
Asthma ED Visit Rates,Monterey,2011,All Ages,Race-Ethnicity,White,398,34.3,7,28
Asthma ED Visit Rates,Napa,2011,All Ages,Race-Ethnicity,White,367,50.6,7,28
Asthma ED Visit Rates,Nevada,2011,All Ages,Race-Ethnicity,White,386,54.3,7,28
Asthma ED Visit Rates,Orange,2011,All Ages,Race-Ethnicity,White,3888,31.1,7,28
Asthma ED Visit Rates,Placer,2011,All Ages,Race-Ethnicity,White,851,34,7,28
Asthma ED Visit Rates,Plumas,2011,All Ages,Race-Ethnicity,White,71,57.2,7,28
Asthma ED Visit Rates,Riverside,2011,All Ages,Race-Ethnicity,White,3393,43.5,7,28
Asthma ED Visit Rates,Sacramento,2011,All Ages,Race-Ethnicity,White,3245,49.3,7,28
Asthma ED Visit Rates,San Benito,2011,All Ages,Race-Ethnicity,White,90,59.1,7,28
Asthma ED Visit Rates,San Bernardino,2011,All Ages,Race-Ethnicity,White,3993,64,7,28
Asthma ED Visit Rates,San Diego,2011,All Ages,Race-Ethnicity,White,3911,28.4,7,28
Asthma ED Visit Rates,San Francisco,2011,All Ages,Race-Ethnicity,White,1072,37.1,7,28
Asthma ED Visit Rates,San Joaquin,2011,All Ages,Race-Ethnicity,White,1400,60,7,28
Asthma ED Visit Rates,San Luis Obispo,2011,All Ages,Race-Ethnicity,White,610,39.4,7,28
Asthma ED Visit Rates,San Mateo,2011,All Ages,Race-Ethnicity,White,880,29.8,7,28
Asthma ED Visit Rates,Santa Barbara,2011,All Ages,Race-Ethnicity,White,596,34.7,7,28
Asthma ED Visit Rates,Santa Clara,2011,All Ages,Race-Ethnicity,White,1610,26.3,7,28
Asthma ED Visit Rates,Santa Cruz,2011,All Ages,Race-Ethnicity,White,381,27.8,7,28
Asthma ED Visit Rates,Shasta,2011,All Ages,Race-Ethnicity,White,860,67.2,7,28
Asthma ED Visit Rates,Sierra,2011,All Ages,Race-Ethnicity,White,22,98,7,28
Asthma ED Visit Rates,Siskiyou,2011,All Ages,Race-Ethnicity,White,116,36.7,7,28
Asthma ED Visit Rates,Solano,2011,All Ages,Race-Ethnicity,White,1111,70.2,7,28
Asthma ED Visit Rates,Sonoma,2011,All Ages,Race-Ethnicity,White,1305,44.2,7,28
Asthma ED Visit Rates,Stanislaus,2011,All Ages,Race-Ethnicity,White,1333,58.2,7,28
Asthma ED Visit Rates,Sutter,2011,All Ages,Race-Ethnicity,White,153,32.7,7,28
Asthma ED Visit Rates,Tehama,2011,All Ages,Race-Ethnicity,White,297,74.8,7,28
Asthma ED Visit Rates,Trinity,2011,All Ages,Race-Ethnicity,White,48,51.4,7,28
Asthma ED Visit Rates,Tulare,2011,All Ages,Race-Ethnicity,White,640,48,7,28
Asthma ED Visit Rates,Tuolumne,2011,All Ages,Race-Ethnicity,White,207,56,7,28
Asthma ED Visit Rates,Ventura,2011,All Ages,Race-Ethnicity,White,1314,35.8,7,28
Asthma ED Visit Rates,Yolo,2011,All Ages,Race-Ethnicity,White,332,35.1,7,28
Asthma ED Visit Rates,Yuba,2011,All Ages,Race-Ethnicity,White,213,50.6,7,28
Asthma ED Visit Rates,Alameda,2011,All Ages,Sex,Female,5172,66,7,28
Asthma ED Visit Rates,Amador,2011,All Ages,Sex,Female,122,81.7,7,28
Asthma ED Visit Rates,Butte,2011,All Ages,Sex,Female,646,62,7,28
Asthma ED Visit Rates,Calaveras,2011,All Ages,Sex,Female,118,61.8,7,28
Asthma ED Visit Rates,California,2011,All Ages,Sex,Female,95192,50.7,7,28
Asthma ED Visit Rates,Colusa,2011,All Ages,Sex,Female,27,27.5,7,28
Asthma ED Visit Rates,Contra Costa,2011,All Ages,Sex,Female,4322,79.6,7,28
Asthma ED Visit Rates,Del Norte,2011,All Ages,Sex,Female,105,88.2,7,28
Asthma ED Visit Rates,El Dorado,2011,All Ages,Sex,Female,335,40.1,7,28
Asthma ED Visit Rates,Fresno,2011,All Ages,Sex,Female,3589,75.7,7,28
Asthma ED Visit Rates,Glenn,2011,All Ages,Sex,Female,65,47.5,7,28
Asthma ED Visit Rates,Humboldt,2011,All Ages,Sex,Female,503,77.4,7,28
Asthma ED Visit Rates,Imperial,2011,All Ages,Sex,Female,667,76.2,7,28
Asthma ED Visit Rates,Inyo,2011,All Ages,Sex,Female,54,66.5,7,28
Asthma ED Visit Rates,Kern,2011,All Ages,Sex,Female,2454,59.3,7,28
Asthma ED Visit Rates,Kings,2011,All Ages,Sex,Female,654,97.8,7,28
Asthma ED Visit Rates,Lake,2011,All Ages,Sex,Female,241,84.5,7,28
Asthma ED Visit Rates,Lassen,2011,All Ages,Sex,Female,59,50.9,7,28
Asthma ED Visit Rates,Los Angeles,2011,All Ages,Sex,Female,25055,50.7,7,28
Asthma ED Visit Rates,Madera,2011,All Ages,Sex,Female,580,73.6,7,28
Asthma ED Visit Rates,Marin,2011,All Ages,Sex,Female,392,30.8,7,28
Asthma ED Visit Rates,Mariposa,2011,All Ages,Sex,Female,39,43.2,7,28
Asthma ED Visit Rates,Merced,2011,All Ages,Sex,Female,1036,80.9,7,28
Asthma ED Visit Rates,Modoc,2011,All Ages,Sex,Female,22,52.3,7,28
Asthma ED Visit Rates,Mono,2011,All Ages,Sex,Female,14,21.2,7,28
Asthma ED Visit Rates,Monterey,2011,All Ages,Sex,Female,940,45.6,7,28
Asthma ED Visit Rates,Napa,2011,All Ages,Sex,Female,341,49.6,7,28
Asthma ED Visit Rates,Nevada,2011,All Ages,Sex,Female,231,50.9,7,28
Asthma ED Visit Rates,Orange,2011,All Ages,Sex,Female,4762,31,7,28
Asthma ED Visit Rates,Placer,2011,All Ages,Sex,Female,611,33.8,7,28
Asthma ED Visit Rates,Plumas,2011,All Ages,Sex,Female,59,71.9,7,28
Asthma ED Visit Rates,Riverside,2011,All Ages,Sex,Female,5153,46.4,7,28
Asthma ED Visit Rates,Sacramento,2011,All Ages,Sex,Female,4790,66.1,7,28
Asthma ED Visit Rates,San Benito,2011,All Ages,Sex,Female,166,59,7,28
Asthma ED Visit Rates,San Bernardino,2011,All Ages,Sex,Female,6464,62.7,7,28
Asthma ED Visit Rates,San Diego,2011,All Ages,Sex,Female,5976,38.7,7,28
Asthma ED Visit Rates,San Francisco,2011,All Ages,Sex,Female,1704,45.3,7,28
Asthma ED Visit Rates,San Joaquin,2011,All Ages,Sex,Female,2204,64.2,7,28
Asthma ED Visit Rates,San Luis Obispo,2011,All Ages,Sex,Female,473,40.1,7,28
Asthma ED Visit Rates,San Mateo,2011,All Ages,Sex,Female,1514,40.7,7,28
Asthma ED Visit Rates,Santa Barbara,2011,All Ages,Sex,Female,717,34.3,7,28
Asthma ED Visit Rates,Santa Clara,2011,All Ages,Sex,Female,3078,34,7,28
Asthma ED Visit Rates,Santa Cruz,2011,All Ages,Sex,Female,449,36.7,7,28
Asthma ED Visit Rates,Shasta,2011,All Ages,Sex,Female,508,60.6,7,28
Asthma ED Visit Rates,Sierra,2011,All Ages,Sex,Female,17,136.1,7,28
Asthma ED Visit Rates,Siskiyou,2011,All Ages,Sex,Female,78,35.8,7,28
Asthma ED Visit Rates,Solano,2011,All Ages,Sex,Female,1850,90.5,7,28
Asthma ED Visit Rates,Sonoma,2011,All Ages,Sex,Female,1167,48.6,7,28
Asthma ED Visit Rates,Stanislaus,2011,All Ages,Sex,Female,1480,57.5,7,28
Asthma ED Visit Rates,Sutter,2011,All Ages,Sex,Female,147,30.5,7,28
Asthma ED Visit Rates,Tehama,2011,All Ages,Sex,Female,222,74,7,28
Asthma ED Visit Rates,Trinity,2011,All Ages,Sex,Female,36,58.7,7,28
Asthma ED Visit Rates,Tulare,2011,All Ages,Sex,Female,1217,54.2,7,28
Asthma ED Visit Rates,Tuolumne,2011,All Ages,Sex,Female,143,63.3,7,28
Asthma ED Visit Rates,Ventura,2011,All Ages,Sex,Female,1517,36.4,7,28
Asthma ED Visit Rates,Yolo,2011,All Ages,Sex,Female,365,37.2,7,28
Asthma ED Visit Rates,Yuba,2011,All Ages,Sex,Female,160,44.5,7,28
Asthma ED Visit Rates,Alameda,2011,All Ages,Sex,Male,4163,56.4,7,28
Asthma ED Visit Rates,Amador,2011,All Ages,Sex,Male,93,58.4,7,28
Asthma ED Visit Rates,Butte,2011,All Ages,Sex,Male,456,45,7,28
Asthma ED Visit Rates,Calaveras,2011,All Ages,Sex,Male,105,55.3,7,28
Asthma ED Visit Rates,California,2011,All Ages,Sex,Male,83344,45.1,7,28
Asthma ED Visit Rates,Colusa,2011,All Ages,Sex,Male,39,32,7,28
Asthma ED Visit Rates,Contra Costa,2011,All Ages,Sex,Male,3419,67.4,7,28
Asthma ED Visit Rates,Del Norte,2011,All Ages,Sex,Male,52,37.1,7,28
Asthma ED Visit Rates,El Dorado,2011,All Ages,Sex,Male,214,25.9,7,28
Asthma ED Visit Rates,Fresno,2011,All Ages,Sex,Male,3465,67.7,7,28
Asthma ED Visit Rates,Glenn,2011,All Ages,Sex,Male,58,39.2,7,28
Asthma ED Visit Rates,Humboldt,2011,All Ages,Sex,Male,377,56.7,7,28
Asthma ED Visit Rates,Imperial,2011,All Ages,Sex,Male,731,76.2,7,28
Asthma ED Visit Rates,Inyo,2011,All Ages,Sex,Male,43,52.1,7,28
Asthma ED Visit Rates,Kern,2011,All Ages,Sex,Male,2173,46.2,7,28
Asthma ED Visit Rates,Kings,2011,All Ages,Sex,Male,649,76.4,7,28
Asthma ED Visit Rates,Lake,2011,All Ages,Sex,Male,147,50.7,7,28
Asthma ED Visit Rates,Lassen,2011,All Ages,Sex,Male,46,27,7,28
Asthma ED Visit Rates,Los Angeles,2011,All Ages,Sex,Male,22575,47.8,7,28
Asthma ED Visit Rates,Madera,2011,All Ages,Sex,Male,517,64.7,7,28
Asthma ED Visit Rates,Marin,2011,All Ages,Sex,Male,370,31.4,7,28
Asthma ED Visit Rates,Mariposa,2011,All Ages,Sex,Male,30,42.9,7,28
Asthma ED Visit Rates,Mendocino,2011,All Ages,Sex,Male,221,52.9,7,28
Asthma ED Visit Rates,Merced,2011,All Ages,Sex,Male,987,69.7,7,28
Asthma ED Visit Rates,Modoc,2011,All Ages,Sex,Male,26,64.6,7,28
Asthma ED Visit Rates,Mono,2011,All Ages,Sex,Male,6,,7,28
Asthma ED Visit Rates,Monterey,2011,All Ages,Sex,Male,980,43.8,7,28
Asthma ED Visit Rates,Napa,2011,All Ages,Sex,Male,238,35.7,7,28
Asthma ED Visit Rates,Nevada,2011,All Ages,Sex,Male,205,49.3,7,28
Asthma ED Visit Rates,Orange,2011,All Ages,Sex,Male,4040,27.7,7,28
Asthma ED Visit Rates,Placer,2011,All Ages,Sex,Male,447,26.9,7,28
Asthma ED Visit Rates,Plumas,2011,All Ages,Sex,Male,30,37.2,7,28
Asthma ED Visit Rates,Riverside,2011,All Ages,Sex,Male,4519,39.5,7,28
Asthma ED Visit Rates,Sacramento,2011,All Ages,Sex,Male,4072,57.7,7,28
Asthma ED Visit Rates,San Benito,2011,All Ages,Sex,Male,145,50.6,7,28
Asthma ED Visit Rates,San Bernardino,2011,All Ages,Sex,Male,5820,54,7,28
Asthma ED Visit Rates,San Diego,2011,All Ages,Sex,Male,5327,35.2,7,28
Asthma ED Visit Rates,San Francisco,2011,All Ages,Sex,Male,1528,43.7,7,28
Asthma ED Visit Rates,San Joaquin,2011,All Ages,Sex,Male,2102,58.2,7,28
Asthma ED Visit Rates,San Luis Obispo,2011,All Ages,Sex,Male,369,31.6,7,28
Asthma ED Visit Rates,San Mateo,2011,All Ages,Sex,Male,1280,37,7,28
Asthma ED Visit Rates,Santa Barbara,2011,All Ages,Sex,Male,624,29.8,7,28
Asthma ED Visit Rates,Santa Clara,2011,All Ages,Sex,Male,2641,29.6,7,28
Asthma ED Visit Rates,Santa Cruz,2011,All Ages,Sex,Male,425,35,7,28
Asthma ED Visit Rates,Shasta,2011,All Ages,Sex,Male,470,58,7,28
Asthma ED Visit Rates,Sierra,2011,All Ages,Sex,Male,6,,7,28
Asthma ED Visit Rates,Siskiyou,2011,All Ages,Sex,Male,63,32.3,7,28
Asthma ED Visit Rates,Solano,2011,All Ages,Sex,Male,1425,70.5,7,28
Asthma ED Visit Rates,Sonoma,2011,All Ages,Sex,Male,946,41.8,7,28
Asthma ED Visit Rates,Stanislaus,2011,All Ages,Sex,Male,1355,51.7,7,28
Asthma ED Visit Rates,Sutter,2011,All Ages,Sex,Male,120,25,7,28
Asthma ED Visit Rates,Tehama,2011,All Ages,Sex,Male,145,48.2,7,28
Asthma ED Visit Rates,Trinity,2011,All Ages,Sex,Male,21,36.9,7,28
Asthma ED Visit Rates,Tulare,2011,All Ages,Sex,Male,1129,45,7,28
Asthma ED Visit Rates,Tuolumne,2011,All Ages,Sex,Male,88,35.6,7,28
Asthma ED Visit Rates,Ventura,2011,All Ages,Sex,Male,1284,31.5,7,28
Asthma ED Visit Rates,Yolo,2011,All Ages,Sex,Male,345,36.6,7,28
Asthma ED Visit Rates,Yuba,2011,All Ages,Sex,Male,153,40.2,7,28
Asthma ED Visit Rates,Alameda,2011,Under 18,Total Population,Under 18,2629,75.9,7,28
Asthma ED Visit Rates,Amador,2011,Under 18,Total Population,Under 18,53,91.7,7,28
Asthma ED Visit Rates,Butte,2011,Under 18,Total Population,Under 18,295,63.8,7,28
Asthma ED Visit Rates,Calaveras,2011,Under 18,Total Population,Under 18,67,84.1,7,28
Asthma ED Visit Rates,California,2011,Under 18,Total Population,Under 18,69617,75.8,7,28
Asthma ED Visit Rates,Colusa,2011,Under 18,Total Population,Under 18,32,49.4,7,28
Asthma ED Visit Rates,Contra Costa,2011,Under 18,Total Population,Under 18,2379,93.2,7,28
Asthma ED Visit Rates,Del Norte,2011,Under 18,Total Population,Under 18,55,90,7,28
Asthma ED Visit Rates,El Dorado,2011,Under 18,Total Population,Under 18,160,40.4,7,28
Asthma ED Visit Rates,Fresno,2011,Under 18,Total Population,Under 18,3553,126.1,7,28
Asthma ED Visit Rates,Glenn,2011,Under 18,Total Population,Under 18,42,53.1,7,28
Asthma ED Visit Rates,Humboldt,2011,Under 18,Total Population,Under 18,177,65,7,28
Asthma ED Visit Rates,Imperial,2011,Under 18,Total Population,Under 18,725,143.4,7,28
Asthma ED Visit Rates,Inyo,2011,Under 18,Total Population,Under 18,31,79.9,7,28
Asthma ED Visit Rates,Kern,2011,Under 18,Total Population,Under 18,2091,82.1,7,28
Asthma ED Visit Rates,Kings,2011,Under 18,Total Population,Under 18,595,138.3,7,28
Asthma ED Visit Rates,Lake,2011,Under 18,Total Population,Under 18,123,91.8,7,28
Asthma ED Visit Rates,Lassen,2011,Under 18,Total Population,Under 18,29,49.8,7,28
Asthma ED Visit Rates,Los Angeles,2011,Under 18,Total Population,Under 18,20328,87.2,7,28
Asthma ED Visit Rates,Madera,2011,Under 18,Total Population,Under 18,613,142.2,7,28
Asthma ED Visit Rates,Marin,2011,Under 18,Total Population,Under 18,227,43.2,7,28
Asthma ED Visit Rates,Mariposa,2011,Under 18,Total Population,Under 18,25,85.3,7,28
Asthma ED Visit Rates,Mendocino,2011,Under 18,Total Population,Under 18,141,73.6,7,28
Asthma ED Visit Rates,Merced,2011,Under 18,Total Population,Under 18,891,110.7,7,28
Asthma ED Visit Rates,Modoc,2011,Under 18,Total Population,Under 18,9,,7,28
Asthma ED Visit Rates,Mono,2011,Under 18,Total Population,Under 18,6,,7,28
Asthma ED Visit Rates,Monterey,2011,Under 18,Total Population,Under 18,955,84.1,7,28
Asthma ED Visit Rates,Napa,2011,Under 18,Total Population,Under 18,145,47.1,7,28
Asthma ED Visit Rates,Nevada,2011,Under 18,Total Population,Under 18,118,66.3,7,28
Asthma ED Visit Rates,Orange,2011,Under 18,Total Population,Under 18,3585,50,7,28
Asthma ED Visit Rates,Placer,2011,Under 18,Total Population,Under 18,313,37.1,7,28
Asthma ED Visit Rates,Plumas,2011,Under 18,Total Population,Under 18,30,89.9,7,28
Asthma ED Visit Rates,Riverside,2011,Under 18,Total Population,Under 18,4013,66,7,28
Asthma ED Visit Rates,Sacramento,2011,Under 18,Total Population,Under 18,2895,79.8,7,28
Asthma ED Visit Rates,San Benito,2011,Under 18,Total Population,Under 18,156,100.3,7,28
Asthma ED Visit Rates,San Bernardino,2011,Under 18,Total Population,Under 18,5198,89.6,7,28
Asthma ED Visit Rates,San Diego,2011,Under 18,Total Population,Under 18,4755,65.2,7,28
Asthma ED Visit Rates,San Francisco,2011,Under 18,Total Population,Under 18,777,66.8,7,28
Asthma ED Visit Rates,San Joaquin,2011,Under 18,Total Population,Under 18,1579,79.5,7,28
Asthma ED Visit Rates,San Luis Obispo,2011,Under 18,Total Population,Under 18,267,53.3,7,28
Asthma ED Visit Rates,San Mateo,2011,Under 18,Total Population,Under 18,871,53.1,7,28
Asthma ED Visit Rates,Santa Barbara,2011,Under 18,Total Population,Under 18,547,55.7,7,28
